image_path,mask_path,filename,label,group_id,split,sha256_cropped_image,foreground_pixels_model_grid,foreground_pixels_removed_by_crop
data/raw/data/images/a24634e910564e9ca283d23cc4dde1ff.jpg,data/raw/data/masks/a24634e910564e9ca283d23cc4dde1ff.png,a24634e910564e9ca283d23cc4dde1ff,6,25,train,078c8bd0bf6b8a29b30b616e17b3980b233cc0de47ebdb75170f2ab9858d59ab,0,0
data/raw/data/images/cce2916b05d44ccc84688cf0e40d2054.jpg,data/raw/data/masks/cce2916b05d44ccc84688cf0e40d2054.png,cce2916b05d44ccc84688cf0e40d2054,6,26,train,feb07565aa6319c88b4b326d3f681d01aa398a5d8707df39492ee7a4255de836,0,0
data/raw/data/images/be6e1331dd024f0681c7d3058d8042cc.jpg,data/raw/data/masks/be6e1331dd024f0681c7d3058d8042cc.png,be6e1331dd024f0681c7d3058d8042cc,6,27,test,17648cf8b6a722fdc606d38085992b8e1c9480037a34ec2a4dbbeace49f71f3c,0,0
data/raw/data/images/fa116888c4574c1db72ea0a08a74bb91.jpg,data/raw/data/masks/fa116888c4574c1db72ea0a08a74bb91.png,fa116888c4574c1db72ea0a08a74bb91,6,28,train,52c4aba74245a1dfec41847e0c3b807af48f959f877f99fd9b1688f2c5233482,0,0
data/raw/data/images/94b8ee5684b94756ad18bf07f1015da8.jpg,data/raw/data/masks/94b8ee5684b94756ad18bf07f1015da8.png,94b8ee5684b94756ad18bf07f1015da8,6,29,train,bb5acb0e20ba0c13b47db7bf7d7baf7ea06dbf0edb43aa2ef9387607dd3f717a,0,0
data/raw/data/images/662673f5bf06427aaba1cf91b6dbaaf7.jpg,data/raw/data/masks/662673f5bf06427aaba1cf91b6dbaaf7.png,662673f5bf06427aaba1cf91b6dbaaf7,6,30,train,541d690e223d753b708bb8368833fa170c2c3cbd8c875a64875d3e451073cf09,0,0
data/raw/data/images/c9c1df9795fa4a8a9293c4077ceb430f.jpg,data/raw/data/masks/c9c1df9795fa4a8a9293c4077ceb430f.png,c9c1df9795fa4a8a9293c4077ceb430f,6,31,train,26874559b797ca9ff70a6f3c78a5ef5686b0d2d3c62a2ccb121ef4ff106aab83,0,0
data/raw/data/images/dc5d5fd1b3d44f6ea5566f85c115d5d2.jpg,data/raw/data/masks/dc5d5fd1b3d44f6ea5566f85c115d5d2.png,dc5d5fd1b3d44f6ea5566f85c115d5d2,6,32,validation,e2cab5670253b31b9751f4b8cef1b648409274797f06a1e8bc176bbf4b6f39e7,0,0
data/raw/data/images/235fe18f458b4a83846f1c2909c51c87.jpg,data/raw/data/masks/235fe18f458b4a83846f1c2909c51c87.png,235fe18f458b4a83846f1c2909c51c87,6,33,test,f5abb930b1be79c698ddc0db524b85db19ff0f6379ab76a85a4f0dabab0ecfbd,0,0
data/raw/data/images/b716c9abfa8c4fb99cb2a0ba56ca1c98.jpg,data/raw/data/masks/b716c9abfa8c4fb99cb2a0ba56ca1c98.png,b716c9abfa8c4fb99cb2a0ba56ca1c98,6,34,train,87b309cf6c34b0ea99e9cc5d2af21ac6815cd7f40ee7f8d8f5d200a6756b6577,0,0
data/raw/data/images/164a13c438a14ca4926fcf2da984ec6a.jpg,data/raw/data/masks/164a13c438a14ca4926fcf2da984ec6a.png,164a13c438a14ca4926fcf2da984ec6a,6,35,train,fec82e6f640f82c304e183fe134aca6ffb3da875f48af894ef68dbc3613ac2b8,0,0
data/raw/data/images/7ebb6d69768c484aa48a4d5e6a3f88af.jpg,data/raw/data/masks/7ebb6d69768c484aa48a4d5e6a3f88af.png,7ebb6d69768c484aa48a4d5e6a3f88af,6,36,train,42ee0a75f918cc463478e308732528774c90b976f95def7133c1d87321102ce6,0,0
data/raw/data/images/8a0a3492db88428d998390d3b6deff7f.jpg,data/raw/data/masks/8a0a3492db88428d998390d3b6deff7f.png,8a0a3492db88428d998390d3b6deff7f,6,37,test,fe21cefd5cb95cd13ae1c5feedc931525fa21b4f3c86de30e97fb5334d1a8f1b,0,0
data/raw/data/images/239d76cf5529467ca6f254ab9bbd17b0.jpg,data/raw/data/masks/239d76cf5529467ca6f254ab9bbd17b0.png,239d76cf5529467ca6f254ab9bbd17b0,6,38,train,a3001b11abb9a2952cbfe1b145a1a7b8b0a18202c7aa1f577596a44ffa15c07f,0,0
data/raw/data/images/6478e7b02e6c40ccb834649038d8be88.jpg,data/raw/data/masks/6478e7b02e6c40ccb834649038d8be88.png,6478e7b02e6c40ccb834649038d8be88,6,39,test,f4f2c9373a33bd3f93fb378fb831b6207ce9e0f4a19558d5afa6c7a0c0515012,0,0
data/raw/data/images/9d5ba933c3f9410cbb20dc9a0a62ced4.jpg,data/raw/data/masks/9d5ba933c3f9410cbb20dc9a0a62ced4.png,9d5ba933c3f9410cbb20dc9a0a62ced4,6,40,validation,6304387a846dee37e0f978ec5774d45e9a0f3fefe11f79a056aac7acca250bb2,0,0
data/raw/data/images/e2bf824ac30c4e7e97f495c82fbd4a22.jpg,data/raw/data/masks/e2bf824ac30c4e7e97f495c82fbd4a22.png,e2bf824ac30c4e7e97f495c82fbd4a22,6,41,validation,b79c7a670b3c1d1195a8eb394de5d19400120e0d237fa5cd711e8e50f60b2ebe,0,0
data/raw/data/images/26a6e36078e24f9e90d8fbeb1af19c16.jpg,data/raw/data/masks/26a6e36078e24f9e90d8fbeb1af19c16.png,26a6e36078e24f9e90d8fbeb1af19c16,6,42,validation,759302df116e29cdc80f2f8c78d7428a771928064c0df0f2618bd10f891e5b7f,0,0
data/raw/data/images/01fb0133824e4afd8cbba5e3854f08d8.jpg,data/raw/data/masks/01fb0133824e4afd8cbba5e3854f08d8.png,01fb0133824e4afd8cbba5e3854f08d8,6,43,test,6d56e29ed255522511eeb92af6ee9a8caf13ecc110ffffc35bc356ab31849b1e,0,0
data/raw/data/images/a7e2f2dca935477994967dc028598b9f.jpg,data/raw/data/masks/a7e2f2dca935477994967dc028598b9f.png,a7e2f2dca935477994967dc028598b9f,6,44,train,72b318210643fe5b86516085bea3b5e4eba24fe26e9538254c2820863cfe743d,0,0
data/raw/data/images/85228ffbec764b838b319e42d78ab96e.jpg,data/raw/data/masks/85228ffbec764b838b319e42d78ab96e.png,85228ffbec764b838b319e42d78ab96e,6,45,train,9f3dbc69e9af3f4299fd1c30721d431da9b9da81ece3fd74a54425a3018db1fa,0,0
data/raw/data/images/7734aee0f4004a8d9ef4c56a341073a1.jpg,data/raw/data/masks/7734aee0f4004a8d9ef4c56a341073a1.png,7734aee0f4004a8d9ef4c56a341073a1,6,46,validation,59e8de9001c6edf0fc126cf53eb27850718417fc0ca36fdd306c5847798399d7,0,0
data/raw/data/images/a7060e5f32b34a9eb716d6a64cb5431b.jpg,data/raw/data/masks/a7060e5f32b34a9eb716d6a64cb5431b.png,a7060e5f32b34a9eb716d6a64cb5431b,6,47,train,d2cb610f689818a9e209b748234454d28cdd003219a3a3544725d59e550b5e69,0,0
data/raw/data/images/47f2559af3ff4ae695c8d0785425056f.jpg,data/raw/data/masks/47f2559af3ff4ae695c8d0785425056f.png,47f2559af3ff4ae695c8d0785425056f,6,48,train,8758173ebfa8de765326b12a0a6adaca6e401ced0439c69d256febf7b1cc7f82,0,0
data/raw/data/images/1ff80466c4bf487c83deca973d4a8f87.jpg,data/raw/data/masks/1ff80466c4bf487c83deca973d4a8f87.png,1ff80466c4bf487c83deca973d4a8f87,6,49,train,e4b674715fa3345dd905efc537bf973c29cab6d3fa671cd40e0ef22ebe448a49,0,0
data/raw/data/images/69ae681b7af5445794c3c333951bf315.jpg,data/raw/data/masks/69ae681b7af5445794c3c333951bf315.png,69ae681b7af5445794c3c333951bf315,6,50,train,db4f4d0d6a5db50eb1fc904aacfc63ee8cae17318668e4f16c6d034ff0e1b5ee,0,0
data/raw/data/images/1400ca17a643423eaa706c16f1799881.jpg,data/raw/data/masks/1400ca17a643423eaa706c16f1799881.png,1400ca17a643423eaa706c16f1799881,6,51,validation,568f7749bca4b50ac6dbb53d889fd98b93becb56d50a4f23842827b17562f71b,0,0
data/raw/data/images/9e0b20d337d448f98d59edc25e849d44.jpg,data/raw/data/masks/9e0b20d337d448f98d59edc25e849d44.png,9e0b20d337d448f98d59edc25e849d44,6,52,validation,0160ac54d13827967c742a6cd49d3ffab0776b225aeea4a09399d94eea4f4872,0,0
data/raw/data/images/f09e8ea2fdb04b4cb0f7bc671e040de3.jpg,data/raw/data/masks/f09e8ea2fdb04b4cb0f7bc671e040de3.png,f09e8ea2fdb04b4cb0f7bc671e040de3,6,53,train,ec609d59ace19b27f5ae4425fb005f9912e4175cdad353be328e836248dddaac,0,0
data/raw/data/images/4380a84094d0462fabcd0ed36153016f.jpg,data/raw/data/masks/4380a84094d0462fabcd0ed36153016f.png,4380a84094d0462fabcd0ed36153016f,6,54,test,c3b15367eb394e90454c035308ec41c8081ce4dcdaa8a5bd1e2cc33c9770f751,0,0
data/raw/data/images/80128a65381d4febb98b434b8c2da852.jpg,data/raw/data/masks/80128a65381d4febb98b434b8c2da852.png,80128a65381d4febb98b434b8c2da852,6,55,train,8724008e56431f6a9722d29beca3761eee8322e9a8dea05579cc6b88f37f86d7,0,0
data/raw/data/images/d59f2a3ab90e4b429ae4a94b295662fd.jpg,data/raw/data/masks/d59f2a3ab90e4b429ae4a94b295662fd.png,d59f2a3ab90e4b429ae4a94b295662fd,6,56,test,d84fdd938d12f931c1a91a52c13f6bd6fb4fb22de4d5998ad3ef58ccd0a05d61,0,0
data/raw/data/images/879ddb3b6f2a4c1aa715d2354899dc0d.jpg,data/raw/data/masks/879ddb3b6f2a4c1aa715d2354899dc0d.png,879ddb3b6f2a4c1aa715d2354899dc0d,6,57,test,77225fc631623d923cd3eeb70dfc56c575cb0df890ad49ff6c08b7a2f41ff40b,0,0
data/raw/data/images/ef99f30e83b2420b941d3e1c8184b1b4.jpg,data/raw/data/masks/ef99f30e83b2420b941d3e1c8184b1b4.png,ef99f30e83b2420b941d3e1c8184b1b4,6,58,train,4324dab804d3c0de32f2cdf363db04307df0ae328cc1b42b9ab74852f4cf371f,0,0
data/raw/data/images/27c3e6c9659948ef8b13505aaff8dac2.jpg,data/raw/data/masks/27c3e6c9659948ef8b13505aaff8dac2.png,27c3e6c9659948ef8b13505aaff8dac2,6,59,validation,17b60c7da6c3897f7c378657821e29169f3b659c0bd3104d82d59693f324074d,0,0
data/raw/data/images/90262194cd4a4cb0b9dd90d0f3f3de33.jpg,data/raw/data/masks/90262194cd4a4cb0b9dd90d0f3f3de33.png,90262194cd4a4cb0b9dd90d0f3f3de33,6,60,train,f76bcf889b0c275b760e1b10d764397a2f10da53ee80c133d0eae6fdd6b3d855,0,0
data/raw/data/images/d6f7d2e0fbfd4781b073b5c7dc642619.jpg,data/raw/data/masks/d6f7d2e0fbfd4781b073b5c7dc642619.png,d6f7d2e0fbfd4781b073b5c7dc642619,6,61,validation,0299c4b5be02d6395804ef18f97a76abd2cb498a805111e6edb2f8a760155e46,0,0
data/raw/data/images/e0c78648376643a2964c703f6d529c3d.jpg,data/raw/data/masks/e0c78648376643a2964c703f6d529c3d.png,e0c78648376643a2964c703f6d529c3d,6,62,test,74089b7577ac242815f33a25a711699008fd922e6f80c83b20306a1aa456e01c,0,0
data/raw/data/images/8a6e2d61a997472880fd7388ec107d96.jpg,data/raw/data/masks/8a6e2d61a997472880fd7388ec107d96.png,8a6e2d61a997472880fd7388ec107d96,6,63,validation,504202aebbb09e3558e73dba88e087a3f6e7ccdc73eff6f3d5dc98e8c4759a32,0,0
data/raw/data/images/5468074d963d44828dbcbb9300aaa3cf.jpg,data/raw/data/masks/5468074d963d44828dbcbb9300aaa3cf.png,5468074d963d44828dbcbb9300aaa3cf,6,64,test,a16e0d770fa7e9e525803560ad8a9e066b3021f38ae9806f16ae255061526cfc,0,0
data/raw/data/images/4690e1b7a86f456a869fad39d45f22a5.jpg,data/raw/data/masks/4690e1b7a86f456a869fad39d45f22a5.png,4690e1b7a86f456a869fad39d45f22a5,6,65,validation,4e5052e1acd9537f165224fb003408e52ddae4b894516c9ded903a1f7a34a790,0,0
data/raw/data/images/8382d49e32164cc0b513ce23c6949c04.jpg,data/raw/data/masks/8382d49e32164cc0b513ce23c6949c04.png,8382d49e32164cc0b513ce23c6949c04,6,66,validation,b5d92e952ae1e86198687949e785231307b914493a2eb8d47bef053fc6f7d4cc,0,0
data/raw/data/images/39bb56b413014a2d9df5f01e6ad577d2.jpg,data/raw/data/masks/39bb56b413014a2d9df5f01e6ad577d2.png,39bb56b413014a2d9df5f01e6ad577d2,6,67,train,3c0c3db0fbb278e8300852616764dc9f8784c0a9abcf8a538ad706d29925360c,0,0
data/raw/data/images/0b28dd48210e47ecb0180bca3a89fec9.jpg,data/raw/data/masks/0b28dd48210e47ecb0180bca3a89fec9.png,0b28dd48210e47ecb0180bca3a89fec9,6,68,train,8cad2b5a864c799b4077ba30080f2c7a2843783e0ce6c55542bc47fc3c499c7b,0,0
data/raw/data/images/48c1abd802f440e0b1d0d5f2181bf79a.jpg,data/raw/data/masks/48c1abd802f440e0b1d0d5f2181bf79a.png,48c1abd802f440e0b1d0d5f2181bf79a,6,69,validation,dd13a7fe003db1abd1ab1e5f3a740abce6b030c0b56de270bfb71873d529873c,0,0
data/raw/data/images/e449eb0976554d9287fb26bb32b80a4f.jpg,data/raw/data/masks/e449eb0976554d9287fb26bb32b80a4f.png,e449eb0976554d9287fb26bb32b80a4f,6,70,train,a7390e2acdb5bc9a4282bc24ffcc440bad6d3ac0be08898c2629bbbe8b754c68,0,0
data/raw/data/images/a36250cb15d84befa25371f8d230be79.jpg,data/raw/data/masks/a36250cb15d84befa25371f8d230be79.png,a36250cb15d84befa25371f8d230be79,6,71,train,a80d784910d036e5392dd131470ddb1e4694734b8114309176c1aea4bc4cfd04,0,0
data/raw/data/images/f6ede391e3b84eeb99dfcab8bcb452b2.jpg,data/raw/data/masks/f6ede391e3b84eeb99dfcab8bcb452b2.png,f6ede391e3b84eeb99dfcab8bcb452b2,6,72,train,a37a53df1a35fce72e965737c3d7dd434fdb3733b4919b248bdff2bcc3a9ddde,0,0
data/raw/data/images/266a8e0227a943d3beb7b68d5153a452.jpg,data/raw/data/masks/266a8e0227a943d3beb7b68d5153a452.png,266a8e0227a943d3beb7b68d5153a452,6,73,train,4da587a05f2603a4e88a64e0ade002558fc56223905f90b46eb1305d4b0b8bef,0,0
data/raw/data/images/3871caebb64b44ca8cbe86e3e6845a1d.jpg,data/raw/data/masks/3871caebb64b44ca8cbe86e3e6845a1d.png,3871caebb64b44ca8cbe86e3e6845a1d,6,74,train,69b698406724567494be743e6e2cc111731af6922c6104ecf940e0e1376245b1,0,0
data/raw/data/images/054a778d210c41e09ce8c9a8822ddb3d.jpg,data/raw/data/masks/054a778d210c41e09ce8c9a8822ddb3d.png,054a778d210c41e09ce8c9a8822ddb3d,6,75,train,375b11612e3f04e1359f17dc4aa73be202261bc30713a3b327968c43468dacf1,0,0
data/raw/data/images/42bbee913ffe4e1aaeb4f704dfb1e7c7.jpg,data/raw/data/masks/42bbee913ffe4e1aaeb4f704dfb1e7c7.png,42bbee913ffe4e1aaeb4f704dfb1e7c7,6,76,test,09d1652b0a30f47d6a2eb24c6c93de63cc66899dc9c0e693dfc5efd746f6dc94,0,0
data/raw/data/images/d2ce130eae3c404b9f86a81878b2cd3c.jpg,data/raw/data/masks/d2ce130eae3c404b9f86a81878b2cd3c.png,d2ce130eae3c404b9f86a81878b2cd3c,6,77,train,faf7b2f68e10358c5c53fa9f834a08e62f3227646cf76eeff94c306a715cfa0e,0,0
data/raw/data/images/ef54ca31c7814ce590cd16bee1e9bc73.jpg,data/raw/data/masks/ef54ca31c7814ce590cd16bee1e9bc73.png,ef54ca31c7814ce590cd16bee1e9bc73,6,78,train,68316b0a81bfb97157da3b8d252df672f9ea63dac1d9f9cc7b6b93175ec28e74,0,0
data/raw/data/images/b6b2b4ac7bc74b78b771849d25dcbfa0.jpg,data/raw/data/masks/b6b2b4ac7bc74b78b771849d25dcbfa0.png,b6b2b4ac7bc74b78b771849d25dcbfa0,6,79,train,0d30d804f95f1a7d26b49033035090b7bda78bca090b0ae7a24396e02ffd8ff5,0,0
data/raw/data/images/bc1dc8bbaf30474d92864269d239ac10.jpg,data/raw/data/masks/bc1dc8bbaf30474d92864269d239ac10.png,bc1dc8bbaf30474d92864269d239ac10,6,80,train,189bd2bef3f8ee5466cc021a94f6a5dd1be03d5052afd5432d819c99e1c19bcd,0,0
data/raw/data/images/914fb20844ac470da0f8ea22b2d5d7ae.jpg,data/raw/data/masks/914fb20844ac470da0f8ea22b2d5d7ae.png,914fb20844ac470da0f8ea22b2d5d7ae,6,81,validation,ddaf042c006670c26bb718c3b78aca3b358418d72e89c4a152554b11c2a40d60,0,0
data/raw/data/images/ffa2c032bbd7419ca83f6303c08d3de0.jpg,data/raw/data/masks/ffa2c032bbd7419ca83f6303c08d3de0.png,ffa2c032bbd7419ca83f6303c08d3de0,6,82,train,8238088d185cece3b583787cf2fa575d8c599e88a4ab9aa51b000f8edc9c2dfd,0,0
data/raw/data/images/e164dd09cd3e4ee5872166facccc9c4c.jpg,data/raw/data/masks/e164dd09cd3e4ee5872166facccc9c4c.png,e164dd09cd3e4ee5872166facccc9c4c,6,83,test,fd762dc155c2e31e75ebdeaf8946f8c72e7bca8e1bdfd7bccc361f8d6aab1054,0,0
data/raw/data/images/baa90f2aea23447abf282afee2349706.jpg,data/raw/data/masks/baa90f2aea23447abf282afee2349706.png,baa90f2aea23447abf282afee2349706,6,84,train,c840418099e6b3db2955e7907e122f2c111783cb22b96715c467185ad8a1b983,0,0
data/raw/data/images/58d6a8fce74a4778a6ca0e6cf2ddbe6d.jpg,data/raw/data/masks/58d6a8fce74a4778a6ca0e6cf2ddbe6d.png,58d6a8fce74a4778a6ca0e6cf2ddbe6d,6,85,validation,82985a5c156bcd8654a4860de00b812b98faecce106f87cb5e266d28419996c0,0,0
data/raw/data/images/8bf7ff957a2340ff9542ecc4443f261b.jpg,data/raw/data/masks/8bf7ff957a2340ff9542ecc4443f261b.png,8bf7ff957a2340ff9542ecc4443f261b,6,86,train,f3d21a9fe0ba6e06be431085f90bc216d50ccb561da1ec979b935fd08ff84a6e,0,0
data/raw/data/images/2fffcffd06e945b6a9d3dc40c0b4ed7f.jpg,data/raw/data/masks/2fffcffd06e945b6a9d3dc40c0b4ed7f.png,2fffcffd06e945b6a9d3dc40c0b4ed7f,6,87,train,05068b19adb7b2bff1a1b56f5a8dd98551cc64184fef37e9072b50d151428313,0,0
data/raw/data/images/e97d6d98c9fb4efcbab7731b5adf010d.jpg,data/raw/data/masks/e97d6d98c9fb4efcbab7731b5adf010d.png,e97d6d98c9fb4efcbab7731b5adf010d,6,88,validation,35de13b797adc2ae8b95768e1c3872b3063b052087557ac2edf68b8a567e6e18,0,0
data/raw/data/images/bc2d5f7eb8424eae8aed66d93401dd6b.jpg,data/raw/data/masks/bc2d5f7eb8424eae8aed66d93401dd6b.png,bc2d5f7eb8424eae8aed66d93401dd6b,6,89,train,b2bf7834175790dbbdd097825be69fb3f5319d2523d0326148b3f76e5892bf7b,0,0
data/raw/data/images/5beb5a1bc2c340d0b359e772b641a7e0.jpg,data/raw/data/masks/5beb5a1bc2c340d0b359e772b641a7e0.png,5beb5a1bc2c340d0b359e772b641a7e0,6,90,validation,9a9e94921388fe8b1d737369fa2907ce7251c22fe08c8d61eededbe74728a284,0,0
data/raw/data/images/73180449b0914603ad20c928361adedb.jpg,data/raw/data/masks/73180449b0914603ad20c928361adedb.png,73180449b0914603ad20c928361adedb,6,91,test,c2c4dd80e4a6e280eade3cddd8d1985109189a1f0f6e7d66628798874d765fc9,0,0
data/raw/data/images/529004b1d3ef4b208884146922534cfe.jpg,data/raw/data/masks/529004b1d3ef4b208884146922534cfe.png,529004b1d3ef4b208884146922534cfe,6,92,train,f16031eac2a4c9b21ffc469c1052715c298641a6b9373fe012cbb1d9b92128a0,0,0
data/raw/data/images/9b68fee0aabf4837a0ccf0bd98a57aea.jpg,data/raw/data/masks/9b68fee0aabf4837a0ccf0bd98a57aea.png,9b68fee0aabf4837a0ccf0bd98a57aea,6,93,train,96f69721c6cbe4872020898763a0771d91ffeb39c79f36e4fd47442020252cd1,0,0
